Day,L,M,S,SD4neg,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,SD4,sex,measure
1126,-0.0729,14.5102,0.12168,8.841,10.121,11.4,12.855,14.51,16.397,18.549,21.007,23.465,M,weight
1127,-0.073,14.5158,0.1217,8.844,10.124,11.404,12.859,14.516,16.403,18.557,21.016,23.476,M,weight
1128,-0.0732,14.5213,0.12171,8.847,10.128,11.408,12.864,14.521,16.41,18.564,21.025,23.486,M,weight
1129,-0.0733,14.5268,0.12173,8.85,10.131,11.412,12.869,14.527,16.416,18.572,21.034,23.497,M,weight
1130,-0.0734,14.5323,0.12175,8.853,10.134,11.416,12.873,14.532,16.423,18.58,21.044,23.508,M,weight
1131,-0.0736,14.5378,0.12177,8.855,10.138,11.42,12.878,14.538,16.429,18.588,21.053,23.519,M,weight
1132,-0.0737,14.5433,0.12178,8.859,10.141,11.424,12.883,14.543,16.436,18.595,21.062,23.529,M,weight
1133,-0.0738,14.5489,0.1218,8.861,10.145,11.428,12.888,14.549,16.442,18.603,21.072,23.54,M,weight
1134,-0.0739,14.5544,0.12182,8.864,10.148,11.432,12.892,14.554,16.449,18.611,21.081,23.551,M,weight
1135,-0.0741,14.5599,0.12183,8.867,10.152,11.436,12.897,14.56,16.455,18.619,21.09,23.562,M,weight
1136,-0.0742,14.5654,0.12185,8.87,10.155,11.44,12.902,14.565,16.462,18.626,21.099,23.573,M,weight
1137,-0.0743,14.5709,0.12187,8.873,10.158,11.444,12.906,14.571,16.469,18.634,21.109,23.584,M,weight
1138,-0.0745,14.5764,0.12189,8.875,10.162,11.448,12.911,14.576,16.475,18.642,21.118,23.595,M,weight
1139,-0.0746,14.5819,0.1219,8.879,10.165,11.452,12.916,14.582,16.482,18.65,21.127,23.605,M,weight
1140,-0.0747,14.5875,0.12192,8.881,10.169,11.456,12.92,14.588,16.488,18.658,21.137,23.616,M,weight
1141,-0.0749,14.593,0.12194,8.884,10.172,11.46,12.925,14.593,16.495,18.665,21.146,23.627,M,weight
1142,-0.075,14.5985,0.12195,8.887,10.176,11.464,12.93,14.598,16.501,18.673,21.155,23.637,M,weight
1143,-0.0751,14.604,0.12197,8.89,10.179,11.468,12.934,14.604,16.508,18.681,21.165,23.648,M,weight
1144,-0.0752,14.6095,0.12199,8.893,10.182,11.472,12.939,14.61,16.514,18.689,21.174,23.659,M,weight
1145,-0.0754,14.615,0.122,8.896,10.186,11.476,12.944,14.615,16.521,18.696,21.183,23.67,M,weight
1146,-0.0755,14.6205,0.12202,8.898,10.189,11.48,12.948,14.62,16.527,18.704,21.192,23.681,M,weight
1147,-0.0756,14.626,0.12204,8.901,10.193,11.484,12.953,14.626,16.534,18.712,21.202,23.692,M,weight
1148,-0.0758,14.6315,0.12206,8.904,10.196,11.488,12.958,14.632,16.54,18.72,21.211,23.703,M,weight
1149,-0.0759,14.6371,0.12207,8.907,10.2,11.492,12.962,14.637,16.547,18.727,21.22,23.713,M,weight
1150,-0.076,14.6426,0.12209,8.91,10.203,11.496,12.967,14.643,16.553,18.735,21.23,23.724,M,weight
1151,-0.0762,14.6481,0.12211,8.913,10.206,11.5,12.972,14.648,16.56,18.743,21.239,23.735,M,weight
1152,-0.0763,14.6536,0.12212,8.916,10.21,11.504,12.976,14.654,16.566,18.751,21.248,23.745,M,weight
1153,-0.0764,14.6591,0.12214,8.918,10.213,11.508,12.981,14.659,16.573,18.759,21.257,23.756,M,weight
1154,-0.0765,14.6646,0.12216,8.921,10.216,11.512,12.986,14.665,16.58,18.766,21.267,23.767,M,weight
1155,-0.0767,14.6701,0.12217,8.924,10.22,11.516,12.99,14.67,16.586,18.774,21.276,23.778,M,weight
1156,-0.0768,14.6756,0.12219,8.927,10.223,11.52,12.995,14.676,16.593,18.782,21.285,23.789,M,weight
1157,-0.0769,14.6811,0.12221,8.93,10.227,11.524,13.0,14.681,16.599,18.79,21.295,23.8,M,weight
1158,-0.0771,14.6866,0.12222,8.933,10.23,11.528,13.004,14.687,16.606,18.797,21.304,23.81,M,weight
1159,-0.0772,14.6921,0.12224,8.936,10.234,11.532,13.009,14.692,16.612,18.805,21.313,23.821,M,weight
1160,-0.0773,14.6976,0.12226,8.938,10.237,11.536,13.014,14.698,16.619,18.813,21.323,23.832,M,weight
1161,-0.0774,14.7032,0.12228,8.941,10.24,11.54,13.018,14.703,16.625,18.821,21.332,23.843,M,weight
1162,-0.0776,14.7087,0.12229,8.944,10.244,11.544,13.023,14.709,16.632,18.828,21.341,23.854,M,weight
1163,-0.0777,14.7142,0.12231,8.947,10.247,11.548,13.028,14.714,16.638,18.836,21.351,23.865,M,weight
1164,-0.0778,14.7197,0.12233,8.95,10.251,11.552,13.032,14.72,16.645,18.844,21.36,23.876,M,weight
1165,-0.078,14.7252,0.12234,8.953,10.254,11.556,13.037,14.725,16.651,18.852,21.369,23.886,M,weight
1166,-0.0781,14.7307,0.12236,8.955,10.258,11.56,13.042,14.731,16.658,18.86,21.378,23.897,M,weight
1167,-0.0782,14.7362,0.12238,8.958,10.261,11.564,13.046,14.736,16.664,18.867,21.388,23.908,M,weight
1168,-0.0783,14.7417,0.12239,8.961,10.264,11.568,13.051,14.742,16.671,18.875,21.397,23.918,M,weight
1169,-0.0785,14.7472,0.12241,8.964,10.268,11.572,13.056,14.747,16.677,18.883,21.406,23.929,M,weight
1170,-0.0786,14.7527,0.12243,8.967,10.271,11.576,13.06,14.753,16.684,18.891,21.416,23.941,M,weight
1171,-0.0787,14.7582,0.12244,8.97,10.275,11.58,13.065,14.758,16.69,18.898,21.424,23.951,M,weight
1172,-0.0788,14.7637,0.12246,8.973,10.278,11.584,13.07,14.764,16.697,18.906,21.434,23.962,M,weight
1173,-0.079,14.7692,0.12248,8.975,10.281,11.587,13.074,14.769,16.704,18.914,21.444,23.973,M,weight
1174,-0.0791,14.7747,0.12249,8.978,10.285,11.592,13.079,14.775,16.71,18.922,21.452,23.983,M,weight
1175,-0.0792,14.7802,0.12251,8.981,10.288,11.595,13.084,14.78,16.717,18.929,21.462,23.994,M,weight
1176,-0.0794,14.7857,0.12253,8.984,10.292,11.599,13.088,14.786,16.723,18.937,21.471,24.005,M,weight
1177,-0.0795,14.7912,0.12254,8.987,10.295,11.604,13.093,14.791,16.729,18.945,21.48,24.016,M,weight
1178,-0.0796,14.7967,0.12256,8.99,10.299,11.607,13.098,14.797,16.736,18.953,21.49,24.027,M,weight
1179,-0.0797,14.8022,0.12258,8.992,10.302,11.611,13.102,14.802,16.743,18.961,21.499,24.038,M,weight
1180,-0.0799,14.8077,0.12259,8.996,10.305,11.615,13.107,14.808,16.749,18.968,21.508,24.048,M,weight
1181,-0.08,14.8132,0.12261,8.998,10.309,11.619,13.112,14.813,16.756,18.976,21.518,24.059,M,weight
1182,-0.0801,14.8187,0.12263,9.001,10.312,11.623,13.116,14.819,16.762,18.984,21.527,24.07,M,weight
1183,-0.0802,14.8242,0.12265,9.004,10.315,11.627,13.121,14.824,16.769,18.992,21.537,24.081,M,weight
1184,-0.0804,14.8297,0.12266,9.007,10.319,11.631,13.126,14.83,16.775,18.999,21.545,24.092,M,weight
1185,-0.0805,14.8352,0.12268,9.009,10.322,11.635,13.13,14.835,16.782,19.007,21.555,24.103,M,weight
1186,-0.0806,14.8407,0.1227,9.012,10.326,11.639,13.135,14.841,16.788,19.015,21.564,24.114,M,weight
1187,-0.0808,14.8462,0.12271,9.015,10.329,11.643,13.14,14.846,16.795,19.023,21.573,24.124,M,weight
1188,-0.0809,14.8517,0.12273,9.018,10.333,11.647,13.144,14.852,16.801,19.031,21.583,24.135,M,weight
1189,-0.081,14.8572,0.12275,9.021,10.336,11.651,13.149,14.857,16.808,19.038,21.592,24.146,M,weight
1190,-0.0811,14.8627,0.12276,9.024,10.339,11.655,13.154,14.863,16.814,19.046,21.601,24.156,M,weight
1191,-0.0813,14.8682,0.12278,9.027,10.343,11.659,13.158,14.868,16.821,19.054,21.611,24.168,M,weight
1192,-0.0814,14.8737,0.1228,9.029,10.346,11.663,13.163,14.874,16.827,19.062,21.62,24.179,M,weight
1193,-0.0815,14.8792,0.12281,9.032,10.35,11.667,13.168,14.879,16.834,19.069,21.629,24.189,M,weight
1194,-0.0816,14.8847,0.12283,9.035,10.353,11.671,13.172,14.885,16.84,19.077,21.639,24.2,M,weight
1195,-0.0818,14.8902,0.12285,9.038,10.356,11.675,13.177,14.89,16.847,19.085,21.648,24.211,M,weight
1196,-0.0819,14.8957,0.12286,9.041,10.36,11.679,13.182,14.896,16.853,19.093,21.657,24.222,M,weight
1197,-0.082,14.9012,0.12288,9.044,10.363,11.683,13.186,14.901,16.86,19.1,21.667,24.233,M,weight
1198,-0.0821,14.9067,0.1229,9.046,10.367,11.687,13.191,14.907,16.867,19.108,21.676,24.244,M,weight
1199,-0.0823,14.9122,0.12291,9.049,10.37,11.691,13.196,14.912,16.873,19.116,21.685,24.254,M,weight
1200,-0.0824,14.9177,0.12293,9.052,10.373,11.695,13.2,14.918,16.88,19.124,21.694,24.265,M,weight
1201,-0.0825,14.9232,0.12295,9.055,10.377,11.699,13.205,14.923,16.886,19.132,21.704,24.276,M,weight
1202,-0.0826,14.9287,0.12296,9.058,10.38,11.703,13.21,14.929,16.893,19.139,21.713,24.286,M,weight
1203,-0.0828,14.9342,0.12298,9.061,10.384,11.707,13.214,14.934,16.899,19.147,21.722,24.298,M,weight
1204,-0.0829,14.9397,0.123,9.063,10.387,11.711,13.219,14.94,16.906,19.155,21.732,24.309,M,weight
1205,-0.083,14.9452,0.12301,9.066,10.391,11.715,13.224,14.945,16.912,19.163,21.741,24.319,M,weight
1206,-0.0831,14.9507,0.12303,9.069,10.394,11.719,13.228,14.951,16.919,19.17,21.75,24.33,M,weight
1207,-0.0833,14.9562,0.12305,9.072,10.397,11.723,13.233,14.956,16.925,19.178,21.76,24.342,M,weight
1208,-0.0834,14.9617,0.12306,9.075,10.401,11.727,13.238,14.962,16.932,19.186,21.769,24.352,M,weight
1209,-0.0835,14.9672,0.12308,9.078,10.404,11.731,13.242,14.967,16.938,19.194,21.778,24.363,M,weight
1210,-0.0836,14.9727,0.1231,9.08,10.407,11.734,13.247,14.973,16.945,19.202,21.788,24.374,M,weight
1211,-0.0838,14.9782,0.12311,9.083,10.411,11.739,13.252,14.978,16.951,19.209,21.797,24.384,M,weight
1212,-0.0839,14.9837,0.12313,9.086,10.414,11.742,13.256,14.984,16.958,19.217,21.806,24.395,M,weight
1213,-0.084,14.9892,0.12315,9.089,10.418,11.746,13.261,14.989,16.964,19.225,21.816,24.407,M,weight
1214,-0.0841,14.9947,0.12316,9.092,10.421,11.75,13.266,14.995,16.971,19.233,21.825,24.417,M,weight
1215,-0.0843,15.0002,0.12318,9.095,10.425,11.754,13.27,15.0,16.977,19.241,21.834,24.428,M,weight
1216,-0.0844,15.0057,0.1232,9.097,10.428,11.758,13.275,15.006,16.984,19.248,21.844,24.439,M,weight
1217,-0.0845,15.0112,0.12321,9.1,10.431,11.762,13.28,15.011,16.99,19.256,21.853,24.449,M,weight
1218,-0.0846,15.0167,0.12323,9.103,10.435,11.766,13.284,15.017,16.997,19.264,21.862,24.461,M,weight
1219,-0.0848,15.0222,0.12325,9.106,10.438,11.77,13.289,15.022,17.004,19.272,21.872,24.472,M,weight
1220,-0.0849,15.0277,0.12326,9.109,10.442,11.774,13.294,15.028,17.01,19.279,21.881,24.482,M,weight
1221,-0.085,15.0332,0.12328,9.112,10.445,11.778,13.298,15.033,17.017,19.287,21.89,24.493,M,weight
1222,-0.0851,15.0387,0.1233,9.114,10.448,11.782,13.303,15.039,17.023,19.295,21.9,24.504,M,weight
1223,-0.0853,15.0442,0.12331,9.117,10.452,11.786,13.307,15.044,17.03,19.303,21.909,24.515,M,weight
1224,-0.0854,15.0497,0.12333,9.12,10.455,11.79,13.312,15.05,17.036,19.311,21.918,24.526,M,weight
1225,-0.0855,15.0552,0.12335,9.123,10.458,11.794,13.317,15.055,17.043,19.318,21.928,24.537,M,weight
1226,-0.0856,15.0607,0.12336,9.126,10.462,11.798,13.321,15.061,17.049,19.326,21.937,24.547,M,weight
1227,-0.0858,15.0662,0.12338,9.129,10.465,11.802,13.326,15.066,17.056,19.334,21.946,24.559,M,weight
1228,-0.0859,15.0717,0.1234,9.131,10.469,11.806,13.331,15.072,17.062,19.342,21.956,24.57,M,weight
1229,-0.086,15.0772,0.12342,9.134,10.472,11.81,13.335,15.077,17.069,19.35,21.965,24.581,M,weight
1230,-0.0861,15.0827,0.12343,9.137,10.475,11.814,13.34,15.083,17.075,19.357,21.974,24.591,M,weight
1231,-0.0863,15.0882,0.12345,9.14,10.479,11.818,13.345,15.088,17.082,19.365,21.984,24.603,M,weight
1232,-0.0864,15.0937,0.12347,9.143,10.482,11.822,13.349,15.094,17.089,19.373,21.993,24.614,M,weight
1233,-0.0865,15.0992,0.12348,9.146,10.486,11.826,13.354,15.099,17.095,19.381,22.002,24.624,M,weight
1234,-0.0866,15.1047,0.1235,9.148,10.489,11.83,13.359,15.105,17.102,19.389,22.012,24.635,M,weight
1235,-0.0868,15.1102,0.12352,9.151,10.492,11.834,13.363,15.11,17.108,19.397,22.022,24.646,M,weight
1236,-0.0869,15.1157,0.12353,9.154,10.496,11.838,13.368,15.116,17.115,19.404,22.03,24.657,M,weight
1237,-0.087,15.1212,0.12355,9.157,10.499,11.842,13.373,15.121,17.121,19.412,22.04,24.668,M,weight
1238,-0.0871,15.1267,0.12357,9.159,10.502,11.845,13.377,15.127,17.128,19.42,22.049,24.679,M,weight
1239,-0.0872,15.1322,0.12358,9.163,10.506,11.85,13.382,15.132,17.134,19.427,22.058,24.689,M,weight
1240,-0.0874,15.1377,0.1236,9.165,10.509,11.853,13.387,15.138,17.141,19.435,22.068,24.701,M,weight
1241,-0.0875,15.1432,0.12362,9.168,10.513,11.857,13.391,15.143,17.147,19.443,22.078,24.712,M,weight
1242,-0.0876,15.1487,0.12363,9.171,10.516,11.861,13.396,15.149,17.154,19.451,22.086,24.722,M,weight
1243,-0.0877,15.1542,0.12365,9.174,10.52,11.865,13.401,15.154,17.16,19.459,22.096,24.733,M,weight
1244,-0.0879,15.1596,0.12367,9.176,10.523,11.869,13.405,15.16,17.167,19.467,22.106,24.744,M,weight
1245,-0.088,15.1651,0.12368,9.18,10.526,11.873,13.41,15.165,17.173,19.474,22.114,24.755,M,weight
1246,-0.0881,15.1706,0.1237,9.182,10.53,11.877,13.414,15.171,17.18,19.482,22.124,24.766,M,weight
1247,-0.0882,15.1761,0.12372,9.185,10.533,11.881,13.419,15.176,17.186,19.49,22.134,24.777,M,weight
1248,-0.0883,15.1816,0.12373,9.188,10.537,11.885,13.424,15.182,17.193,19.498,22.142,24.787,M,weight
1249,-0.0885,15.1871,0.12375,9.191,10.54,11.889,13.428,15.187,17.199,19.506,22.152,24.799,M,weight
1250,-0.0886,15.1926,0.12377,9.193,10.543,11.893,13.433,15.193,17.206,19.513,22.162,24.81,M,weight
1251,-0.0887,15.1981,0.12379,9.196,10.546,11.897,13.438,15.198,17.213,19.521,22.171,24.821,M,weight
1252,-0.0888,15.2036,0.1238,9.199,10.55,11.901,13.442,15.204,17.219,19.529,22.18,24.831,M,weight
1253,-0.089,15.2091,0.12382,9.202,10.553,11.905,13.447,15.209,17.226,19.537,22.19,24.843,M,weight
1254,-0.0891,15.2146,0.12384,9.205,10.557,11.909,13.452,15.215,17.232,19.545,22.199,24.854,M,weight
1255,-0.0892,15.2201,0.12385,9.208,10.56,11.913,13.456,15.22,17.239,19.552,22.208,24.864,M,weight
1256,-0.0893,15.2256,0.12387,9.21,10.563,11.917,13.461,15.226,17.245,19.56,22.218,24.875,M,weight
1257,-0.0894,15.2311,0.12389,9.213,10.567,11.921,13.465,15.231,17.252,19.568,22.227,24.887,M,weight
1258,-0.0896,15.2366,0.1239,9.216,10.57,11.925,13.47,15.237,17.258,19.576,22.236,24.897,M,weight
1259,-0.0897,15.2421,0.12392,9.219,10.574,11.929,13.475,15.242,17.265,19.584,22.246,24.908,M,weight
1260,-0.0898,15.2476,0.12394,9.221,10.577,11.932,13.479,15.248,17.271,19.592,22.256,24.919,M,weight
1261,-0.0899,15.2531,0.12395,9.224,10.581,11.937,13.484,15.253,17.278,19.599,22.264,24.93,M,weight
1262,-0.0901,15.2586,0.12397,9.227,10.584,11.94,13.489,15.259,17.285,19.607,22.274,24.941,M,weight
1263,-0.0902,15.2641,0.12399,9.23,10.587,11.944,13.493,15.264,17.291,19.615,22.284,24.952,M,weight
1264,-0.0903,15.2696,0.12401,9.233,10.59,11.948,13.498,15.27,17.298,19.623,22.293,24.964,M,weight
1265,-0.0904,15.2751,0.12402,9.236,10.594,11.952,13.503,15.275,17.304,19.631,22.302,24.974,M,weight
1266,-0.0905,15.2806,0.12404,9.238,10.597,11.956,13.507,15.281,17.311,19.638,22.312,24.985,M,weight
1267,-0.0907,15.2861,0.12406,9.241,10.601,11.96,13.512,15.286,17.317,19.646,22.322,24.997,M,weight
1268,-0.0908,15.2916,0.12407,9.244,10.604,11.964,13.517,15.292,17.324,19.654,22.33,25.007,M,weight
1269,-0.0909,15.2971,0.12409,9.247,10.607,11.968,13.521,15.297,17.33,19.662,22.34,25.018,M,weight
1270,-0.091,15.3026,0.12411,9.249,10.611,11.972,13.526,15.303,17.337,19.67,22.35,25.029,M,weight
1271,-0.0912,15.3081,0.12412,9.253,10.614,11.976,13.531,15.308,17.343,19.677,22.359,25.04,M,weight
1272,-0.0913,15.3135,0.12414,9.255,10.618,11.98,13.535,15.314,17.35,19.685,22.368,25.051,M,weight
1273,-0.0914,15.319,0.12416,9.258,10.621,11.984,13.54,15.319,17.356,19.693,22.378,25.062,M,weight
1274,-0.0915,15.3245,0.12418,9.261,10.624,11.988,13.544,15.324,17.363,19.701,22.387,25.073,M,weight
1275,-0.0916,15.33,0.12419,9.264,10.628,11.992,13.549,15.33,17.369,19.709,22.396,25.084,M,weight
1276,-0.0918,15.3355,0.12421,9.266,10.631,11.996,13.554,15.336,17.376,19.717,22.406,25.095,M,weight
1277,-0.0919,15.341,0.12423,9.269,10.634,11.999,13.558,15.341,17.383,19.725,22.415,25.106,M,weight
1278,-0.092,15.3465,0.12424,9.272,10.638,12.004,13.563,15.346,17.389,19.732,22.424,25.117,M,weight
1279,-0.0921,15.352,0.12426,9.275,10.641,12.007,13.568,15.352,17.396,19.74,22.434,25.128,M,weight
1280,-0.0922,15.3575,0.12428,9.277,10.644,12.011,13.572,15.358,17.402,19.748,22.444,25.139,M,weight
1281,-0.0924,15.363,0.1243,9.28,10.648,12.015,13.577,15.363,17.409,19.756,22.453,25.151,M,weight
1282,-0.0925,15.3685,0.12431,9.283,10.651,12.019,13.582,15.368,17.415,19.764,22.462,25.161,M,weight
1283,-0.0926,15.374,0.12433,9.286,10.655,12.023,13.586,15.374,17.422,19.772,22.472,25.172,M,weight
1284,-0.0927,15.3795,0.12435,9.289,10.658,12.027,13.591,15.38,17.429,19.78,22.481,25.183,M,weight
1285,-0.0928,15.385,0.12436,9.292,10.661,12.031,13.596,15.385,17.435,19.787,22.49,25.194,M,weight
1286,-0.093,15.3905,0.12438,9.294,10.665,12.035,13.6,15.39,17.442,19.795,22.5,25.205,M,weight
1287,-0.0931,15.396,0.1244,9.297,10.668,12.039,13.605,15.396,17.448,19.803,22.51,25.216,M,weight
1288,-0.0932,15.4015,0.12442,9.3,10.671,12.043,13.609,15.402,17.455,19.811,22.519,25.228,M,weight
1289,-0.0933,15.407,0.12443,9.303,10.675,12.047,13.614,15.407,17.461,19.819,22.528,25.238,M,weight
1290,-0.0934,15.4125,0.12445,9.305,10.678,12.051,13.619,15.412,17.468,19.826,22.538,25.249,M,weight
1291,-0.0936,15.4179,0.12447,9.308,10.681,12.055,13.623,15.418,17.474,19.834,22.547,25.261,M,weight
1292,-0.0937,15.4234,0.12448,9.311,10.685,12.059,13.628,15.423,17.481,19.842,22.556,25.271,M,weight
1293,-0.0938,15.4289,0.1245,9.314,10.688,12.063,13.633,15.429,17.487,19.85,22.566,25.282,M,weight
1294,-0.0939,15.4344,0.12452,9.316,10.691,12.066,13.637,15.434,17.494,19.858,22.576,25.293,M,weight
1295,-0.094,15.4399,0.12454,9.319,10.695,12.07,13.642,15.44,17.501,19.866,22.585,25.305,M,weight
1296,-0.0942,15.4454,0.12455,9.322,10.698,12.074,13.647,15.445,17.507,19.873,22.594,25.315,M,weight
1297,-0.0943,15.4509,0.12457,9.325,10.702,12.078,13.651,15.451,17.514,19.881,22.604,25.326,M,weight
1298,-0.0944,15.4564,0.12459,9.328,10.705,12.082,13.656,15.456,17.52,19.889,22.613,25.338,M,weight
1299,-0.0945,15.4619,0.12461,9.33,10.708,12.086,13.66,15.462,17.527,19.897,22.623,25.349,M,weight
1300,-0.0946,15.4674,0.12462,9.333,10.712,12.09,13.665,15.467,17.533,19.905,22.632,25.359,M,weight
1301,-0.0948,15.4729,0.12464,9.336,10.715,12.094,13.67,15.473,17.54,19.913,22.642,25.371,M,weight
1302,-0.0949,15.4784,0.12466,9.339,10.718,12.098,13.674,15.478,17.546,19.921,22.651,25.382,M,weight
1303,-0.095,15.4839,0.12467,9.342,10.722,12.102,13.679,15.484,17.553,19.928,22.66,25.392,M,weight
1304,-0.0951,15.4894,0.12469,9.344,10.725,12.106,13.684,15.489,17.559,19.936,22.67,25.404,M,weight
1305,-0.0952,15.4948,0.12471,9.347,10.728,12.11,13.688,15.495,17.566,19.944,22.679,25.415,M,weight
1306,-0.0954,15.5003,0.12473,9.35,10.732,12.114,13.693,15.5,17.573,19.952,22.689,25.426,M,weight
1307,-0.0955,15.5058,0.12474,9.353,10.735,12.118,13.697,15.506,17.579,19.96,22.698,25.437,M,weight
1308,-0.0956,15.5113,0.12476,9.355,10.738,12.121,13.702,15.511,17.586,19.968,22.708,25.448,M,weight
1309,-0.0957,15.5168,0.12478,9.358,10.742,12.125,13.707,15.517,17.592,19.976,22.717,25.459,M,weight
1310,-0.0958,15.5223,0.1248,9.361,10.745,12.129,13.711,15.522,17.599,19.984,22.727,25.471,M,weight
1311,-0.0959,15.5278,0.12481,9.364,10.749,12.133,13.716,15.528,17.605,19.991,22.736,25.481,M,weight
1312,-0.0961,15.5333,0.12483,9.367,10.752,12.137,13.721,15.533,17.612,19.999,22.746,25.492,M,weight
1313,-0.0962,15.5388,0.12485,9.369,10.755,12.141,13.725,15.539,17.618,20.007,22.755,25.504,M,weight
1314,-0.0963,15.5443,0.12487,9.372,10.758,12.145,13.73,15.544,17.625,20.015,22.765,25.515,M,weight
1315,-0.0964,15.5498,0.12488,9.375,10.762,12.149,13.735,15.55,17.631,20.023,22.774,25.525,M,weight
1316,-0.0965,15.5552,0.1249,9.377,10.765,12.153,13.739,15.555,17.638,20.03,22.784,25.537,M,weight
1317,-0.0967,15.5607,0.12492,9.38,10.768,12.157,13.744,15.561,17.645,20.039,22.793,25.548,M,weight
1318,-0.0968,15.5662,0.12494,9.383,10.772,12.161,13.748,15.566,17.651,20.046,22.803,25.559,M,weight
1319,-0.0969,15.5717,0.12495,9.386,10.775,12.165,13.753,15.572,17.658,20.054,22.812,25.57,M,weight
1320,-0.097,15.5772,0.12497,9.389,10.779,12.168,13.758,15.577,17.664,20.062,22.822,25.581,M,weight
1321,-0.0971,15.5827,0.12499,9.391,10.782,12.172,13.762,15.583,17.671,20.07,22.831,25.592,M,weight
1322,-0.0972,15.5882,0.12501,9.394,10.785,12.176,13.767,15.588,17.677,20.078,22.841,25.604,M,weight
1323,-0.0974,15.5937,0.12502,9.397,10.789,12.18,13.772,15.594,17.684,20.086,22.85,25.614,M,weight
1324,-0.0975,15.5992,0.12504,9.4,10.792,12.184,13.776,15.599,17.691,20.094,22.86,25.626,M,weight
1325,-0.0976,15.6047,0.12506,9.402,10.795,12.188,13.781,15.605,17.697,20.102,22.869,25.637,M,weight
1326,-0.0977,15.6101,0.12508,9.405,10.798,12.192,13.785,15.61,17.704,20.109,22.879,25.648,M,weight
1327,-0.0978,15.6156,0.1251,9.408,10.802,12.196,13.79,15.616,17.71,20.117,22.888,25.66,M,weight
1328,-0.098,15.6211,0.12511,9.411,10.805,12.2,13.795,15.621,17.717,20.125,22.898,25.67,M,weight
1329,-0.0981,15.6266,0.12513,9.413,10.808,12.204,13.799,15.627,17.723,20.133,22.907,25.681,M,weight
1330,-0.0982,15.6321,0.12515,9.416,10.812,12.208,13.804,15.632,17.73,20.141,22.917,25.693,M,weight
1331,-0.0983,15.6376,0.12517,9.419,10.815,12.211,13.808,15.638,17.737,20.149,22.927,25.704,M,weight
1332,-0.0984,15.6431,0.12518,9.422,10.819,12.215,13.813,15.643,17.743,20.156,22.935,25.714,M,weight
1333,-0.0985,15.6486,0.1252,9.424,10.822,12.219,13.818,15.649,17.75,20.164,22.945,25.726,M,weight
1334,-0.0987,15.654,0.12522,9.427,10.825,12.223,13.822,15.654,17.756,20.172,22.955,25.737,M,weight
1335,-0.0988,15.6595,0.12524,9.43,10.828,12.227,13.827,15.66,17.763,20.18,22.964,25.749,M,weight
1336,-0.0989,15.665,0.12526,9.432,10.832,12.231,13.831,15.665,17.769,20.188,22.974,25.76,M,weight
1337,-0.099,15.6705,0.12527,9.435,10.835,12.235,13.836,15.67,17.776,20.196,22.983,25.77,M,weight
1338,-0.0991,15.676,0.12529,9.438,10.838,12.239,13.841,15.676,17.782,20.204,22.993,25.782,M,weight
1339,-0.0992,15.6815,0.12531,9.441,10.842,12.243,13.845,15.682,17.789,20.212,23.002,25.793,M,weight
1340,-0.0994,15.687,0.12533,9.443,10.845,12.247,13.85,15.687,17.796,20.22,23.012,25.805,M,weight
1341,-0.0995,15.6924,0.12534,9.446,10.848,12.251,13.855,15.692,17.802,20.227,23.021,25.815,M,weight
1342,-0.0996,15.6979,0.12536,9.449,10.852,12.254,13.859,15.698,17.809,20.235,23.031,25.826,M,weight
1343,-0.0997,15.7034,0.12538,9.452,10.855,12.258,13.864,15.703,17.815,20.243,23.04,25.838,M,weight
1344,-0.0998,15.7089,0.1254,9.454,10.858,12.262,13.868,15.709,17.822,20.251,23.05,25.849,M,weight
1345,-0.0999,15.7144,0.12542,9.457,10.861,12.266,13.873,15.714,17.828,20.259,23.06,25.86,M,weight
1346,-0.1001,15.7199,0.12543,9.46,10.865,12.27,13.878,15.72,17.835,20.267,23.069,25.871,M,weight
1347,-0.1002,15.7253,0.12545,9.463,10.868,12.274,13.882,15.725,17.841,20.275,23.078,25.882,M,weight
1348,-0.1003,15.7308,0.12547,9.465,10.871,12.278,13.887,15.731,17.848,20.283,23.088,25.894,M,weight
1349,-0.1004,15.7363,0.12549,9.468,10.875,12.282,13.891,15.736,17.855,20.291,23.098,25.905,M,weight
1350,-0.1005,15.7418,0.12551,9.471,10.878,12.285,13.896,15.742,17.861,20.299,23.108,25.916,M,weight
1351,-0.1006,15.7473,0.12552,9.474,10.882,12.29,13.901,15.747,17.868,20.306,23.117,25.927,M,weight
