Day,L,M,S,SD4neg,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,SD4,sex,measure
892,-0.0399,13.1733,0.1174,8.143,9.285,10.428,11.717,13.173,14.818,16.678,18.782,20.886,M,weight
893,-0.0401,13.1793,0.11742,8.146,9.289,10.432,11.722,13.179,14.825,16.687,18.792,20.897,M,weight
894,-0.0402,13.1854,0.11744,8.149,9.293,10.437,11.728,13.185,14.833,16.695,18.802,20.909,M,weight
895,-0.0404,13.1914,0.11746,8.152,9.297,10.441,11.733,13.191,14.84,16.703,18.812,20.92,M,weight
896,-0.0405,13.1974,0.11748,8.156,9.301,10.445,11.738,13.197,14.847,16.712,18.821,20.931,M,weight
897,-0.0407,13.2034,0.1175,8.159,9.304,10.45,11.743,13.203,14.854,16.72,18.831,20.943,M,weight
898,-0.0408,13.2095,0.11752,8.162,9.308,10.454,11.748,13.21,14.861,16.728,18.841,20.954,M,weight
899,-0.041,13.2155,0.11754,8.165,9.312,10.459,11.753,13.216,14.868,16.737,18.851,20.966,M,weight
900,-0.0411,13.2215,0.11756,8.168,9.316,10.463,11.758,13.222,14.875,16.745,18.861,20.977,M,weight
901,-0.0413,13.2275,0.11758,8.171,9.319,10.467,11.764,13.228,14.882,16.754,18.871,20.989,M,weight
902,-0.0414,13.2335,0.1176,8.175,9.323,10.472,11.769,13.234,14.889,16.762,18.881,21.0,M,weight
903,-0.0416,13.2395,0.11762,8.178,9.327,10.476,11.774,13.24,14.896,16.77,18.891,21.012,M,weight
904,-0.0417,13.2455,0.11763,8.181,9.331,10.481,11.779,13.246,14.903,16.778,18.9,21.022,M,weight
905,-0.0419,13.2515,0.11765,8.184,9.335,10.485,11.784,13.252,14.91,16.787,18.91,21.034,M,weight
906,-0.042,13.2575,0.11767,8.187,9.338,10.49,11.789,13.258,14.917,16.795,18.92,21.045,M,weight
907,-0.0422,13.2634,0.11769,8.191,9.342,10.494,11.794,13.263,14.924,16.803,18.93,21.056,M,weight
908,-0.0423,13.2694,0.11771,8.194,9.346,10.498,11.799,13.269,14.931,16.811,18.94,21.068,M,weight
909,-0.0425,13.2754,0.11773,8.197,9.35,10.503,11.804,13.275,14.938,16.82,18.95,21.079,M,weight
910,-0.0426,13.2814,0.11775,8.2,9.353,10.507,11.81,13.281,14.946,16.828,18.959,21.091,M,weight
911,-0.0428,13.2873,0.11777,8.203,9.357,10.511,11.815,13.287,14.952,16.836,18.969,21.102,M,weight
912,-0.0429,13.2933,0.11779,8.206,9.361,10.516,11.82,13.293,14.96,16.845,18.979,21.113,M,weight
913,-0.0431,13.2993,0.11781,8.209,9.365,10.52,11.825,13.299,14.967,16.853,18.989,21.125,M,weight
914,-0.0432,13.3052,0.11783,8.212,9.368,10.524,11.83,13.305,14.974,16.861,18.999,21.136,M,weight
915,-0.0434,13.3112,0.11785,8.216,9.372,10.529,11.835,13.311,14.981,16.87,19.009,21.148,M,weight
916,-0.0435,13.3171,0.11786,8.219,9.376,10.533,11.84,13.317,14.987,16.878,19.018,21.158,M,weight
917,-0.0437,13.3231,0.11788,8.222,9.38,10.538,11.845,13.323,14.995,16.886,19.028,21.17,M,weight
918,-0.0438,13.329,0.1179,8.225,9.384,10.542,11.85,13.329,15.001,16.894,19.037,21.181,M,weight
919,-0.044,13.335,0.11792,8.228,9.387,10.546,11.855,13.335,15.009,16.903,19.047,21.192,M,weight
920,-0.0441,13.3409,0.11794,8.231,9.391,10.55,11.86,13.341,15.015,16.911,19.057,21.204,M,weight
921,-0.0443,13.3468,0.11796,8.235,9.395,10.555,11.865,13.347,15.022,16.919,19.067,21.215,M,weight
922,-0.0444,13.3528,0.11798,8.238,9.398,10.559,11.87,13.353,15.03,16.927,19.077,21.226,M,weight
923,-0.0446,13.3587,0.118,8.241,9.402,10.563,11.875,13.359,15.036,16.936,19.087,21.238,M,weight
924,-0.0447,13.3646,0.11802,8.244,9.406,10.568,11.881,13.365,15.043,16.944,19.096,21.249,M,weight
925,-0.0449,13.3705,0.11804,8.247,9.409,10.572,11.886,13.37,15.05,16.952,19.106,21.26,M,weight
926,-0.045,13.3765,0.11805,8.25,9.413,10.577,11.891,13.376,15.057,16.96,19.116,21.271,M,weight
927,-0.0452,13.3824,0.11807,8.253,9.417,10.581,11.896,13.382,15.064,16.968,19.125,21.282,M,weight
928,-0.0453,13.3883,0.11809,8.256,9.421,10.585,11.901,13.388,15.071,16.977,19.135,21.294,M,weight
929,-0.0455,13.3942,0.11811,8.26,9.425,10.589,11.906,13.394,15.078,16.985,19.145,21.305,M,weight
930,-0.0456,13.4001,0.11813,8.263,9.428,10.594,11.911,13.4,15.085,16.993,19.155,21.316,M,weight
931,-0.0458,13.406,0.11815,8.266,9.432,10.598,11.916,13.406,15.092,17.001,19.165,21.328,M,weight
932,-0.0459,13.4119,0.11817,8.269,9.436,10.602,11.921,13.412,15.099,17.01,19.174,21.339,M,weight
933,-0.0461,13.4178,0.11819,8.272,9.439,10.607,11.926,13.418,15.106,17.018,19.184,21.35,M,weight
934,-0.0462,13.4237,0.11821,8.275,9.443,10.611,11.931,13.424,15.113,17.026,19.194,21.362,M,weight
935,-0.0464,13.4296,0.11823,8.278,9.447,10.615,11.936,13.43,15.12,17.034,19.204,21.373,M,weight
936,-0.0465,13.4354,0.11825,8.281,9.45,10.619,11.941,13.435,15.127,17.042,19.213,21.384,M,weight
937,-0.0466,13.4413,0.11826,8.284,9.454,10.624,11.946,13.441,15.134,17.05,19.222,21.395,M,weight
938,-0.0468,13.4472,0.11828,8.287,9.458,10.628,11.951,13.447,15.141,17.059,19.232,21.406,M,weight
939,-0.0469,13.4531,0.1183,8.291,9.461,10.632,11.956,13.453,15.148,17.067,19.242,21.417,M,weight
940,-0.0471,13.4589,0.11832,8.294,9.465,10.637,11.961,13.459,15.154,17.075,19.252,21.429,M,weight
941,-0.0472,13.4648,0.11834,8.297,9.469,10.641,11.966,13.465,15.161,17.083,19.261,21.44,M,weight
942,-0.0474,13.4707,0.11836,8.3,9.472,10.645,11.971,13.471,15.168,17.091,19.271,21.451,M,weight
943,-0.0475,13.4765,0.11838,8.303,9.476,10.649,11.976,13.476,15.175,17.099,19.281,21.462,M,weight
944,-0.0477,13.4824,0.1184,8.306,9.48,10.654,11.981,13.482,15.182,17.108,19.291,21.474,M,weight
945,-0.0478,13.4883,0.11842,8.309,9.483,10.658,11.986,13.488,15.189,17.116,19.301,21.485,M,weight
946,-0.048,13.4941,0.11843,8.312,9.487,10.662,11.991,13.494,15.196,17.124,19.31,21.496,M,weight
947,-0.0481,13.5,0.11845,8.315,9.491,10.667,11.996,13.5,15.203,17.132,19.319,21.507,M,weight
948,-0.0483,13.5058,0.11847,8.318,9.495,10.671,12.001,13.506,15.21,17.14,19.329,21.518,M,weight
949,-0.0484,13.5116,0.11849,8.321,9.498,10.675,12.006,13.512,15.216,17.148,19.339,21.529,M,weight
950,-0.0486,13.5175,0.11851,8.324,9.502,10.679,12.011,13.518,15.223,17.157,19.349,21.541,M,weight
951,-0.0487,13.5233,0.11853,8.327,9.505,10.684,12.016,13.523,15.23,17.165,19.358,21.552,M,weight
952,-0.0489,13.5291,0.11855,8.33,9.509,10.688,12.021,13.529,15.237,17.173,19.368,21.563,M,weight
953,-0.049,13.535,0.11857,8.333,9.513,10.692,12.026,13.535,15.244,17.181,19.378,21.574,M,weight
954,-0.0491,13.5408,0.11859,8.336,9.516,10.696,12.031,13.541,15.251,17.189,19.387,21.586,M,weight
955,-0.0493,13.5466,0.1186,8.34,9.52,10.701,12.036,13.547,15.258,17.197,19.397,21.596,M,weight
956,-0.0494,13.5524,0.11862,8.343,9.524,10.705,12.041,13.552,15.265,17.205,19.406,21.607,M,weight
957,-0.0496,13.5583,0.11864,8.346,9.528,10.709,12.046,13.558,15.272,17.213,19.416,21.619,M,weight
958,-0.0497,13.5641,0.11866,8.349,9.531,10.713,12.051,13.564,15.278,17.221,19.426,21.63,M,weight
959,-0.0499,13.5699,0.11868,8.352,9.535,10.718,12.056,13.57,15.285,17.23,19.435,21.641,M,weight
960,-0.05,13.5757,0.1187,8.355,9.538,10.722,12.06,13.576,15.292,17.238,19.445,21.652,M,weight
961,-0.0502,13.5815,0.11872,8.358,9.542,10.726,12.065,13.582,15.299,17.246,19.455,21.664,M,weight
962,-0.0503,13.5873,0.11874,8.361,9.545,10.73,12.07,13.587,15.306,17.254,19.464,21.675,M,weight
963,-0.0505,13.5931,0.11876,8.364,9.549,10.734,12.075,13.593,15.313,17.262,19.474,21.686,M,weight
964,-0.0506,13.5989,0.11877,8.367,9.553,10.739,12.08,13.599,15.319,17.27,19.483,21.696,M,weight
965,-0.0507,13.6047,0.11879,8.37,9.557,10.743,12.085,13.605,15.326,17.278,19.493,21.707,M,weight
966,-0.0509,13.6105,0.11881,8.373,9.56,10.747,12.09,13.61,15.333,17.286,19.503,21.719,M,weight
967,-0.051,13.6163,0.11883,8.376,9.564,10.751,12.095,13.616,15.34,17.294,19.512,21.73,M,weight
968,-0.0512,13.622,0.11885,8.379,9.567,10.756,12.1,13.622,15.347,17.302,19.522,21.741,M,weight
969,-0.0513,13.6278,0.11887,8.382,9.571,10.76,12.105,13.628,15.354,17.311,19.531,21.752,M,weight
970,-0.0515,13.6336,0.11889,8.385,9.575,10.764,12.11,13.634,15.36,17.319,19.541,21.764,M,weight
971,-0.0516,13.6394,0.11891,8.388,9.578,10.768,12.115,13.639,15.367,17.327,19.551,21.775,M,weight
972,-0.0518,13.6452,0.11892,8.391,9.582,10.773,12.12,13.645,15.374,17.335,19.56,21.785,M,weight
973,-0.0519,13.6509,0.11894,8.394,9.585,10.777,12.125,13.651,15.381,17.343,19.569,21.796,M,weight
974,-0.052,13.6567,0.11896,8.397,9.589,10.781,12.129,13.657,15.388,17.351,19.579,21.807,M,weight
975,-0.0522,13.6625,0.11898,8.4,9.593,10.785,12.134,13.662,15.394,17.359,19.589,21.819,M,weight
976,-0.0523,13.6682,0.119,8.403,9.596,10.789,12.139,13.668,15.401,17.367,19.598,21.83,M,weight
977,-0.0525,13.674,0.11902,8.406,9.6,10.793,12.144,13.674,15.408,17.375,19.608,21.841,M,weight
978,-0.0526,13.6797,0.11904,8.409,9.603,10.797,12.149,13.68,15.415,17.383,19.618,21.852,M,weight
979,-0.0528,13.6855,0.11906,8.412,9.607,10.802,12.154,13.686,15.422,17.391,19.627,21.864,M,weight
980,-0.0529,13.6912,0.11907,8.415,9.611,10.806,12.159,13.691,15.428,17.399,19.636,21.874,M,weight
981,-0.053,13.697,0.11909,8.418,9.614,10.81,12.164,13.697,15.435,17.407,19.646,21.885,M,weight
982,-0.0532,13.7027,0.11911,8.421,9.618,10.814,12.169,13.703,15.442,17.415,19.656,21.896,M,weight
983,-0.0533,13.7085,0.11913,8.424,9.621,10.818,12.174,13.708,15.449,17.423,19.665,21.907,M,weight
984,-0.0535,13.7142,0.11915,8.427,9.625,10.823,12.178,13.714,15.455,17.431,19.675,21.919,M,weight
985,-0.0536,13.7199,0.11917,8.43,9.628,10.827,12.183,13.72,15.462,17.439,19.684,21.93,M,weight
986,-0.0538,13.7257,0.11919,8.433,9.632,10.831,12.188,13.726,15.469,17.447,19.694,21.941,M,weight
987,-0.0539,13.7314,0.1192,8.436,9.636,10.835,12.193,13.731,15.476,17.455,19.703,21.951,M,weight
988,-0.054,13.7371,0.11922,8.439,9.639,10.839,12.198,13.737,15.482,17.463,19.713,21.962,M,weight
989,-0.0542,13.7429,0.11924,8.442,9.643,10.844,12.203,13.743,15.489,17.471,19.722,21.974,M,weight
990,-0.0543,13.7486,0.11926,8.445,9.646,10.848,12.208,13.749,15.496,17.479,19.732,21.985,M,weight
991,-0.0545,13.7543,0.11928,8.448,9.65,10.852,12.212,13.754,15.503,17.487,19.742,21.996,M,weight
992,-0.0546,13.76,0.1193,8.451,9.653,10.856,12.217,13.76,15.51,17.495,19.751,22.007,M,weight
993,-0.0548,13.7657,0.11932,8.454,9.657,10.86,12.222,13.766,15.516,17.503,19.761,22.018,M,weight
994,-0.0549,13.7715,0.11933,8.457,9.661,10.864,12.227,13.772,15.523,17.511,19.77,22.028,M,weight
995,-0.055,13.7772,0.11935,8.46,9.664,10.868,12.232,13.777,15.53,17.519,19.779,22.039,M,weight
996,-0.0552,13.7829,0.11937,8.463,9.668,10.873,12.237,13.783,15.537,17.527,19.789,22.051,M,weight
997,-0.0553,13.7886,0.11939,8.466,9.671,10.877,12.242,13.789,15.543,17.535,19.799,22.062,M,weight
998,-0.0555,13.7943,0.11941,8.469,9.675,10.881,12.246,13.794,15.55,17.543,19.808,22.073,M,weight
999,-0.0556,13.8,0.11943,8.472,9.678,10.885,12.251,13.8,15.557,17.551,19.818,22.084,M,weight
1000,-0.0558,13.8057,0.11945,8.475,9.682,10.889,12.256,13.806,15.564,17.559,19.827,22.095,M,weight
1001,-0.0559,13.8114,0.11946,8.478,9.686,10.893,12.261,13.811,15.57,17.567,19.836,22.106,M,weight
1002,-0.056,13.8171,0.11948,8.481,9.689,10.897,12.266,13.817,15.577,17.575,19.846,22.117,M,weight
1003,-0.0562,13.8228,0.1195,8.484,9.693,10.902,12.271,13.823,15.584,17.583,19.855,22.128,M,weight
1004,-0.0563,13.8285,0.11952,8.487,9.696,10.906,12.276,13.828,15.59,17.591,19.865,22.139,M,weight
1005,-0.0565,13.8341,0.11954,8.49,9.7,10.91,12.28,13.834,15.597,17.599,19.875,22.15,M,weight
1006,-0.0566,13.8398,0.11956,8.493,9.703,10.914,12.285,13.84,15.604,17.607,19.884,22.161,M,weight
1007,-0.0567,13.8455,0.11957,8.496,9.707,10.918,12.29,13.846,15.61,17.615,19.893,22.171,M,weight
1008,-0.0569,13.8512,0.11959,8.499,9.711,10.922,12.295,13.851,15.617,17.623,19.903,22.183,M,weight
1009,-0.057,13.8569,0.11961,8.502,9.714,10.926,12.3,13.857,15.624,17.631,19.912,22.194,M,weight
1010,-0.0572,13.8625,0.11963,8.505,9.718,10.93,12.304,13.862,15.631,17.639,19.922,22.205,M,weight
1011,-0.0573,13.8682,0.11965,8.508,9.721,10.935,12.309,13.868,15.637,17.647,19.931,22.216,M,weight
1012,-0.0574,13.8739,0.11967,8.51,9.724,10.939,12.314,13.874,15.644,17.655,19.941,22.227,M,weight
1013,-0.0576,13.8796,0.11968,8.514,9.728,10.943,12.319,13.88,15.651,17.663,19.95,22.237,M,weight
1014,-0.0577,13.8852,0.1197,8.517,9.732,10.947,12.324,13.885,15.657,17.67,19.959,22.248,M,weight
1015,-0.0579,13.8909,0.11972,8.519,9.735,10.951,12.329,13.891,15.664,17.678,19.969,22.259,M,weight
1016,-0.058,13.8966,0.11974,8.522,9.739,10.955,12.333,13.897,15.671,17.687,19.979,22.271,M,weight
1017,-0.0581,13.9022,0.11976,8.525,9.742,10.959,12.338,13.902,15.677,17.694,19.988,22.281,M,weight
1018,-0.0583,13.9079,0.11978,8.528,9.746,10.963,12.343,13.908,15.684,17.702,19.998,22.293,M,weight
1019,-0.0584,13.9135,0.11979,8.531,9.749,10.968,12.348,13.914,15.691,17.71,20.006,22.303,M,weight
1020,-0.0586,13.9192,0.11981,8.534,9.753,10.972,12.353,13.919,15.698,17.718,20.016,22.314,M,weight
1021,-0.0587,13.9248,0.11983,8.537,9.756,10.976,12.357,13.925,15.704,17.726,20.026,22.325,M,weight
1022,-0.0588,13.9305,0.11985,8.54,9.76,10.98,12.362,13.93,15.711,17.734,20.035,22.336,M,weight
1023,-0.059,13.9361,0.11987,8.543,9.763,10.984,12.367,13.936,15.718,17.742,20.045,22.347,M,weight
1024,-0.0591,13.9418,0.11988,8.546,9.767,10.988,12.372,13.942,15.724,17.75,20.054,22.358,M,weight
1025,-0.0593,13.9474,0.1199,8.549,9.771,10.992,12.377,13.947,15.731,17.758,20.063,22.369,M,weight
1026,-0.0594,13.9531,0.11992,8.552,9.774,10.996,12.382,13.953,15.738,17.766,20.073,22.38,M,weight
1027,-0.0595,13.9587,0.11994,8.555,9.777,11.0,12.386,13.959,15.744,17.774,20.082,22.391,M,weight
1028,-0.0597,13.9644,0.11996,8.558,9.781,11.004,12.391,13.964,15.751,17.782,20.092,22.402,M,weight
1029,-0.0598,13.97,0.11998,8.56,9.784,11.008,12.396,13.97,15.758,17.79,20.101,22.413,M,weight
1030,-0.06,13.9756,0.11999,8.564,9.788,11.013,12.401,13.976,15.764,17.797,20.11,22.423,M,weight
1031,-0.0601,13.9813,0.12001,8.567,9.792,11.017,12.406,13.981,15.771,17.805,20.12,22.434,M,weight
1032,-0.0602,13.9869,0.12003,8.569,9.795,11.021,12.41,13.987,15.778,17.813,20.129,22.445,M,weight
1033,-0.0604,13.9925,0.12005,8.572,9.799,11.025,12.415,13.992,15.784,17.821,20.139,22.456,M,weight
1034,-0.0605,13.9982,0.12007,8.575,9.802,11.029,12.42,13.998,15.791,17.829,20.148,22.468,M,weight
1035,-0.0607,14.0038,0.12008,8.578,9.806,11.033,12.425,14.004,15.797,17.837,20.157,22.478,M,weight
1036,-0.0608,14.0094,0.1201,8.581,9.809,11.037,12.429,14.009,15.804,17.845,20.167,22.489,M,weight
1037,-0.0609,14.015,0.12012,8.584,9.813,11.041,12.434,14.015,15.811,17.852,20.176,22.5,M,weight
1038,-0.0611,14.0207,0.12014,8.587,9.816,11.045,12.439,14.021,15.818,17.861,20.186,22.511,M,weight
1039,-0.0612,14.0263,0.12016,8.59,9.82,11.049,12.444,14.026,15.824,17.868,20.195,22.522,M,weight
1040,-0.0613,14.0319,0.12017,8.593,9.823,11.053,12.449,14.032,15.831,17.876,20.204,22.532,M,weight
1041,-0.0615,14.0375,0.12019,8.596,9.827,11.058,12.453,14.038,15.837,17.884,20.214,22.543,M,weight
1042,-0.0616,14.0431,0.12021,8.599,9.83,11.062,12.458,14.043,15.844,17.892,20.223,22.554,M,weight
1043,-0.0618,14.0488,0.12023,8.602,9.834,11.066,12.463,14.049,15.851,17.9,20.233,22.566,M,weight
1044,-0.0619,14.0544,0.12025,8.604,9.837,11.07,12.468,14.054,15.857,17.908,20.242,22.577,M,weight
1045,-0.062,14.06,0.12026,8.608,9.841,11.074,12.472,14.06,15.864,17.915,20.251,22.587,M,weight
1046,-0.0622,14.0656,0.12028,8.61,9.844,11.078,12.477,14.066,15.871,17.923,20.261,22.598,M,weight
1047,-0.0623,14.0712,0.1203,8.613,9.848,11.082,12.482,14.071,15.877,17.931,20.27,22.609,M,weight
1048,-0.0624,14.0768,0.12032,8.616,9.851,11.086,12.487,14.077,15.884,17.939,20.28,22.62,M,weight
1049,-0.0626,14.0824,0.12033,8.619,9.855,11.09,12.491,14.082,15.89,17.947,20.289,22.63,M,weight
1050,-0.0627,14.088,0.12035,8.622,9.858,11.094,12.496,14.088,15.897,17.955,20.298,22.641,M,weight
1051,-0.0629,14.0936,0.12037,8.625,9.862,11.098,12.501,14.094,15.904,17.963,20.308,22.652,M,weight
1052,-0.063,14.0992,0.12039,8.628,9.865,11.102,12.506,14.099,15.91,17.971,20.317,22.663,M,weight
1053,-0.0631,14.1048,0.12041,8.631,9.868,11.106,12.51,14.105,15.917,17.979,20.327,22.674,M,weight
1054,-0.0633,14.1104,0.12042,8.634,9.872,11.11,12.515,14.11,15.923,17.986,20.335,22.685,M,weight
1055,-0.0634,14.116,0.12044,8.637,9.876,11.114,12.52,14.116,15.93,17.994,20.345,22.696,M,weight
1056,-0.0635,14.1216,0.12046,8.639,9.879,11.118,12.525,14.122,15.937,18.002,20.354,22.707,M,weight
1057,-0.0637,14.1272,0.12048,8.642,9.882,11.123,12.529,14.127,15.943,18.01,20.364,22.718,M,weight
1058,-0.0638,14.1328,0.1205,8.645,9.886,11.127,12.534,14.133,15.95,18.018,20.373,22.729,M,weight
1059,-0.0639,14.1384,0.12051,8.648,9.89,11.131,12.539,14.138,15.957,18.026,20.382,22.739,M,weight
1060,-0.0641,14.144,0.12053,8.651,9.893,11.135,12.544,14.144,15.963,18.034,20.392,22.75,M,weight
1061,-0.0642,14.1495,0.12055,8.654,9.896,11.139,12.548,14.15,15.97,18.041,20.401,22.761,M,weight
1062,-0.0644,14.1551,0.12057,8.657,9.9,11.143,12.553,14.155,15.976,18.049,20.411,22.772,M,weight
1063,-0.0645,14.1607,0.12058,8.66,9.903,11.147,12.558,14.161,15.983,18.057,20.42,22.782,M,weight
1064,-0.0646,14.1663,0.1206,8.663,9.907,11.151,12.563,14.166,15.99,18.065,20.429,22.793,M,weight
1065,-0.0648,14.1719,0.12062,8.666,9.91,11.155,12.567,14.172,15.996,18.073,20.439,22.805,M,weight
1066,-0.0649,14.1775,0.12064,8.668,9.914,11.159,12.572,14.178,16.003,18.081,20.448,22.816,M,weight
1067,-0.065,14.183,0.12065,8.672,9.917,11.163,12.577,14.183,16.009,18.088,20.457,22.826,M,weight
1068,-0.0652,14.1886,0.12067,8.674,9.921,11.167,12.582,14.189,16.016,18.096,20.467,22.837,M,weight
1069,-0.0653,14.1942,0.12069,8.677,9.924,11.171,12.586,14.194,16.023,18.104,20.476,22.848,M,weight
1070,-0.0654,14.1998,0.12071,8.68,9.928,11.175,12.591,14.2,16.029,18.112,20.485,22.859,M,weight
1071,-0.0656,14.2053,0.12073,8.683,9.931,11.179,12.596,14.205,16.036,18.12,20.495,22.87,M,weight
1072,-0.0657,14.2109,0.12074,8.686,9.935,11.183,12.601,14.211,16.042,18.127,20.504,22.88,M,weight
1073,-0.0658,14.2165,0.12076,8.689,9.938,11.187,12.605,14.216,16.049,18.135,20.513,22.891,M,weight
1074,-0.066,14.2221,0.12078,8.692,9.942,11.191,12.61,14.222,16.056,18.143,20.523,22.902,M,weight
1075,-0.0661,14.2276,0.1208,8.694,9.945,11.195,12.615,14.228,16.062,18.151,20.532,22.913,M,weight
1076,-0.0663,14.2332,0.12081,8.698,9.949,11.2,12.62,14.233,16.069,18.159,20.541,22.924,M,weight
1077,-0.0664,14.2388,0.12083,8.7,9.952,11.204,12.624,14.239,16.075,18.167,20.551,22.935,M,weight
1078,-0.0665,14.2443,0.12085,8.703,9.955,11.207,12.629,14.244,16.082,18.175,20.56,22.946,M,weight
1079,-0.0667,14.2499,0.12087,8.706,9.959,11.211,12.634,14.25,16.089,18.183,20.57,22.957,M,weight
1080,-0.0668,14.2554,0.12088,8.709,9.962,11.216,12.638,14.255,16.095,18.19,20.578,22.967,M,weight
1081,-0.0669,14.261,0.1209,8.712,9.966,11.22,12.643,14.261,16.102,18.198,20.588,22.978,M,weight
1082,-0.0671,14.2666,0.12092,8.715,9.969,11.224,12.648,14.267,16.108,18.206,20.597,22.989,M,weight
1083,-0.0672,14.2721,0.12094,8.718,9.973,11.228,12.653,14.272,16.115,18.214,20.607,23.0,M,weight
1084,-0.0673,14.2777,0.12095,8.721,9.976,11.232,12.657,14.278,16.121,18.221,20.616,23.01,M,weight
1085,-0.0675,14.2832,0.12097,8.724,9.98,11.236,12.662,14.283,16.128,18.229,20.625,23.021,M,weight
1086,-0.0676,14.2888,0.12099,8.726,9.983,11.24,12.667,14.289,16.135,18.237,20.635,23.032,M,weight
1087,-0.0677,14.2944,0.12101,8.729,9.986,11.244,12.671,14.294,16.141,18.245,20.644,23.043,M,weight
1088,-0.0679,14.2999,0.12102,8.732,9.99,11.248,12.676,14.3,16.148,18.253,20.653,23.054,M,weight
1089,-0.068,14.3055,0.12104,8.735,9.993,11.252,12.681,14.306,16.154,18.26,20.663,23.065,M,weight
1090,-0.0681,14.311,0.12106,8.738,9.997,11.256,12.686,14.311,16.161,18.268,20.672,23.076,M,weight
1091,-0.0683,14.3166,0.12108,8.741,10.0,11.26,12.69,14.317,16.168,18.276,20.682,23.087,M,weight
1092,-0.0684,14.3221,0.12109,8.744,10.004,11.264,12.695,14.322,16.174,18.284,20.69,23.097,M,weight
1093,-0.0685,14.3277,0.12111,8.747,10.007,11.268,12.7,14.328,16.181,18.292,20.7,23.108,M,weight
1094,-0.0687,14.3332,0.12113,8.749,10.011,11.272,12.704,14.333,16.187,18.3,20.709,23.119,M,weight
1095,-0.0688,14.3387,0.12115,8.752,10.014,11.276,12.709,14.339,16.194,18.307,20.719,23.13,M,weight
1096,-0.0689,14.3443,0.12116,8.755,10.018,11.28,12.714,14.344,16.2,18.315,20.728,23.14,M,weight
1097,-0.0691,14.3498,0.12118,8.758,10.021,11.284,12.719,14.35,16.207,18.323,20.737,23.151,M,weight
1098,-0.0692,14.3554,0.1212,8.761,10.024,11.288,12.723,14.355,16.213,18.331,20.747,23.162,M,weight
1099,-0.0693,14.3609,0.12121,8.764,10.028,11.292,12.728,14.361,16.22,18.338,20.755,23.172,M,weight
1100,-0.0695,14.3665,0.12123,8.767,10.031,11.296,12.733,14.366,16.226,18.346,20.765,23.184,M,weight
1101,-0.0696,14.372,0.12125,8.77,10.035,11.3,12.737,14.372,16.233,18.354,20.774,23.194,M,weight
1102,-0.0697,14.3775,0.12127,8.772,10.038,11.304,12.742,14.378,16.24,18.362,20.784,23.205,M,weight
1103,-0.0699,14.3831,0.12128,8.776,10.042,11.308,12.747,14.383,16.246,18.37,20.793,23.216,M,weight
1104,-0.07,14.3886,0.1213,8.778,10.045,11.312,12.751,14.389,16.253,18.377,20.802,23.227,M,weight
1105,-0.0701,14.3942,0.12132,8.781,10.049,11.316,12.756,14.394,16.259,18.385,20.812,23.238,M,weight
1106,-0.0703,14.3997,0.12134,8.784,10.052,11.32,12.761,14.4,16.266,18.393,20.821,23.249,M,weight
1107,-0.0704,14.4052,0.12135,8.787,10.056,11.324,12.766,14.405,16.272,18.401,20.83,23.259,M,weight
1108,-0.0705,14.4108,0.12137,8.79,10.059,11.328,12.77,14.411,16.279,18.409,20.839,23.27,M,weight
1109,-0.0707,14.4163,0.12139,8.793,10.062,11.332,12.775,14.416,16.285,18.417,20.849,23.281,M,weight
1110,-0.0708,14.4218,0.12141,8.795,10.066,11.336,12.78,14.422,16.292,18.424,20.858,23.292,M,weight
1111,-0.0709,14.4274,0.12142,8.798,10.069,11.34,12.784,14.427,16.299,18.432,20.867,23.302,M,weight
1112,-0.0711,14.4329,0.12144,8.801,10.073,11.344,12.789,14.433,16.305,18.44,20.877,23.314,M,weight
1113,-0.0712,14.4384,0.12146,8.804,10.076,11.348,12.794,14.438,16.312,18.448,20.886,23.324,M,weight
1114,-0.0713,14.4439,0.12147,8.807,10.08,11.352,12.798,14.444,16.318,18.455,20.895,23.334,M,weight
1115,-0.0715,14.4495,0.12149,8.81,10.083,11.356,12.803,14.45,16.325,18.463,20.904,23.346,M,weight
1116,-0.0716,14.455,0.12151,8.813,10.086,11.36,12.808,14.455,16.331,18.471,20.914,23.357,M,weight
1117,-0.0717,14.4605,0.12153,8.815,10.09,11.364,12.812,14.46,16.338,18.479,20.923,23.368,M,weight
1118,-0.0718,14.4661,0.12154,8.818,10.093,11.368,12.817,14.466,16.344,18.486,20.932,23.378,M,weight
1119,-0.072,14.4716,0.12156,8.821,10.097,11.372,12.822,14.472,16.351,18.494,20.942,23.389,M,weight
1120,-0.0721,14.4771,0.12158,8.824,10.1,11.376,12.827,14.477,16.357,18.502,20.951,23.4,M,weight
1121,-0.0722,14.4826,0.12159,8.827,10.104,11.38,12.831,14.483,16.364,18.51,20.96,23.41,M,weight
1122,-0.0724,14.4881,0.12161,8.83,10.107,11.384,12.836,14.488,16.37,18.517,20.969,23.421,M,weight
1123,-0.0725,14.4937,0.12163,8.833,10.11,11.388,12.841,14.494,16.377,18.525,20.979,23.432,M,weight
1124,-0.0726,14.4992,0.12165,8.835,10.114,11.392,12.845,14.499,16.384,18.533,20.988,23.443,M,weight
1125,-0.0728,14.5047,0.12166,8.839,10.117,11.396,12.85,14.505,16.39,18.541,20.997,23.454,M,weight
